# energy(eV) alpha
7.957300000000000040e+00 9.260716780370551860e+05
7.978299999999999947e+00 9.309277490485658636e+05
7.999399999999999622e+00 9.351625588741390966e+05
8.020400000000000418e+00 9.387786157717985334e+05
8.041499999999999204e+00 9.418000348931149347e+05
8.062500000000000000e+00 9.442687251558612334e+05
8.083600000000000563e+00 9.463174384215263417e+05
8.104599999999999582e+00 9.480361324812426465e+05
8.125700000000000145e+00 9.495860291884019971e+05
8.146699999999999164e+00 9.510986915318891406e+05
8.167799999999999727e+00 9.527460856381598860e+05
8.188800000000000523e+00 9.546132978064486524e+05
8.209899999999999309e+00 9.568207495637823595e+05
8.230900000000000105e+00 9.593968067572902655e+05
8.252000000000000668e+00 9.623542135613322025e+05
8.272999999999999687e+00 9.656167268337109126e+05
8.294100000000000250e+00 9.691208427066459553e+05
8.315099999999999270e+00 9.726899074917273829e+05
8.336199999999999832e+00 9.762137214326346293e+05
8.357200000000000628e+00 9.794869206702403026e+05
8.378299999999999415e+00 9.823832175252223387e+05
8.399300000000000210e+00 9.847080536461601732e+05
8.420400000000000773e+00 9.863938125897091813e+05
8.441399999999999793e+00 9.873341952643379336e+05
8.462500000000000355e+00 9.874974952832261333e+05
8.483499999999999375e+00 9.868610713263280923e+05
8.504599999999999937e+00 9.854726202167778974e+05
8.525600000000000733e+00 9.833309478582688607e+05
8.546699999999999520e+00 9.805127886936720461e+05
8.567700000000000315e+00 9.770282549050064990e+05
8.588800000000000878e+00 9.729579098664241610e+05
8.609799999999999898e+00 9.682818340633510379e+05
8.630900000000000460e+00 9.630494472229097737e+05
8.651899999999999480e+00 9.572733284393120557e+05
8.673000000000000043e+00 9.509741193850454874e+05
8.694000000000000838e+00 9.442137439118887996e+05
8.715099999999999625e+00 9.369981741943346569e+05
8.736100000000000421e+00 9.294354935655664885e+05
8.757199999999999207e+00 9.215610330376798520e+05
8.778200000000000003e+00 9.134687553136190400e+05
8.799300000000000566e+00 9.052181129409455461e+05
8.820299999999999585e+00 8.968480065527890110e+05
8.841400000000000148e+00 8.884103956617001677e+05
8.862399999999999167e+00 8.798649563171118498e+05
8.883499999999999730e+00 8.712290605707745999e+05
8.904500000000000526e+00 8.624183082421304425e+05
8.925599999999999312e+00 8.533795423142621294e+05
8.946699999999999875e+00 8.440360631289589219e+05
8.967700000000000671e+00 8.343375680071666138e+05
8.988799999999999457e+00 8.242629738351417473e+05
9.009800000000000253e+00 8.137459706963092322e+05
